indice_cliente,media_movel
1115.0,9.33554901991343
1116.0,9.332361346823674
1117.0,9.329190812412039
1118.0,9.325402049514665
1119.0,9.321811742156466
1120.0,9.318285472938186
1121.0,9.31452268628045
1122.0,9.310108642430796
1123.0,9.306340569532477
1124.0,9.302129115819527
1125.0,9.298396261468818
1126.0,9.294950762604389
1127.0,9.29109674442366
1128.0,9.287576150409157
1129.0,9.284782366275747
1130.0,9.281643736786776
1131.0,9.278472417217172
1132.0,9.274517601209746
1133.0,9.271299141020263
1134.0,9.268328966455279
1135.0,9.264999804455405
1136.0,9.26180330762943
1137.0,9.258896474080327
1138.0,9.255951144532961
1139.0,9.252450181326875
1140.0,9.249701478107571
1141.0,9.246707929604327
1142.0,9.243305107690322
1143.0,9.240616479187665
1144.0,9.238116867328092
1145.0,9.235464120461485
1146.0,9.232411197199873
1147.0,9.228930672688564
1148.0,9.226402951266516
1149.0,9.223431369913808
1150.0,9.220597470317047
1151.0,9.217664648155374
1152.0,9.214990909698697
1153.0,9.21243110967128
1154.0,9.209771364049518
1155.0,9.207396345613356
1156.0,9.205572228704867
1157.0,9.203958369249863
1158.0,9.201074527151848
1159.0,9.198234320310998
1160.0,9.195536174660061
1161.0,9.19315735476557
1162.0,9.190746792705168
1163.0,9.188280005384946
1164.0,9.184964255866813
1165.0,9.18190354656195
1166.0,9.17882204180746
1167.0,9.175483955347074
1168.0,9.171872290690313
1169.0,9.168059354123884
1170.0,9.164678175218752
1171.0,9.161154474362153
1172.0,9.157034066358774
1173.0,9.153310416797735
1174.0,9.149763995987568
1175.0,9.146289723406314
1176.0,9.143302999075367
1177.0,9.13944990777725
1178.0,9.135105183996977
1179.0,9.130430207519595
1180.0,9.125697586137628
1181.0,9.121233866295468
1182.0,9.116294637051958
1183.0,9.1109315485153
1184.0,9.105127201528315
1185.0,9.0993918345092
1186.0,9.093697952922579
1187.0,9.08808870510035
1188.0,9.082166744276787
1189.0,9.076171074382247
1190.0,9.070245614672956
1191.0,9.064106083968761
1192.0,9.057784815003396
1193.0,9.051135347471549
1194.0,9.044858273298107
1195.0,9.039237384261387
1196.0,9.033447150173439
1197.0,9.028176261992304
1198.0,9.023042086095028
1199.0,9.01805875216143
1200.0,9.01304393917657
1201.0,9.008703504180561
1202.0,9.00370820688739
1203.0,8.998375589693817
1204.0,8.992762549811498
1205.0,8.987789953526594
1206.0,8.982780445492528
1207.0,8.977599269030579
1208.0,8.972387012739533
1209.0,8.96749480248996
1210.0,8.962211984663677
1211.0,8.956129456982122
1212.0,8.949718183717373
1213.0,8.943431200793318
1214.0,8.937481467215758
1215.0,8.931552009813698
1216.0,8.925289241359604
1217.0,8.918575130584102
1218.0,8.912186941830669
1219.0,8.905725820451108
1220.0,8.89942701750555
1221.0,8.892680195428001
1222.0,8.886710829492838
1223.0,8.881094112597928
1224.0,8.876139924525695
1225.0,8.871757335096687
1226.0,8.867141737330408
1227.0,8.862560067254575
1228.0,8.857872808845311
1229.0,8.853667420042035
1230.0,8.85010991503001
1231.0,8.846853780752479
1232.0,8.842959384488154
1233.0,8.838717686242902
1234.0,8.835009243118387
1235.0,8.831318360909055
1236.0,8.828170839831552
1237.0,8.824672767340209
1238.0,8.821323908935016
1239.0,8.818420601966933
1240.0,8.815502011516962
1241.0,8.812260713108056
1242.0,8.808943505150486
1243.0,8.804781321632857
1244.0,8.800456838347843
1245.0,8.795436845138044
1246.0,8.790198948430564
1247.0,8.784469838499968
1248.0,8.779032974968446
1249.0,8.773509732955127
1250.0,8.76796598093939
1251.0,8.761705353400517
1252.0,8.75545654142704
1253.0,8.74965641941557
1254.0,8.743977219033116
1255.0,8.738403156749234
1256.0,8.732446615893961
1257.0,8.727403041949296
1258.0,8.722619314817969
1259.0,8.71796640153807
